experiment_label,tolerance,primal weight,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,bab6,TERMINATION_REASON_OPTIMAL,29440,256.798898534,30955.5,-321735.4135456939,-321723.16819962964,1.9030482118329054e-5,0.013367922581269764,0.006261007906857685,0.0,0.0,9.8740947412141e-5,0.0008944297009796694,0.0,0.0,45.11352999999997,317.77335903276503,4838.105733772861
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,blp-ar98,TERMINATION_REASON_OPTIMAL,6600,9.189438994,7016.5,5891.102888961194,5891.115520751693,1.0720153068139818e-6,0.011347459351394303,0.00508571389273893,0.0,0.0,9.842985398750189e-5,0.00015411254220421,0.0,0.0,8.00000000000001,32.389741906583836,70.12756111008835
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,blp-ic97,TERMINATION_REASON_OPTIMAL,9920,6.581991177,10488.5,3846.289964279948,3845.8373776378107,5.882999488013501e-5,0.009005186341671474,0.005857651434943989,0.0,0.0,9.662689397467903e-5,0.00014286954719375583,0.0,0.0,3.2826987367585048,13.721684136817757,45.72951304129345
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,blp-ic98,TERMINATION_REASON_OPTIMAL,6840,8.494140314,7286.5,4331.186061780811,4331.098939723847,1.005646898933246e-5,0.009453806284022521,0.008544324338359388,0.0,0.0,9.689134307277252e-5,0.00025891891934422387,0.0,0.0,6.08557362991463,18.79966225564536,44.21638493738538
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,bppc6-02,TERMINATION_REASON_OPTIMAL,5320,4.701756374,5642.5,108.34006555453585,108.33953373905213,2.4431112766255463e-6,2.7738123846139685e-6,1.343461718983363e-6,0.0,0.0,5.06897563844278e-7,6.717308594916815e-7,0.0,0.0,108.34006555453585,108.34586920472593,19.43999095965413
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,bppc6-06,TERMINATION_REASON_OPTIMAL,4080,3.569811687,4340.5,200.6373427905004,200.63126979259485,1.5096872377304312e-5,9.79774938510868e-5,5.5802368101653954e-5,0.0,0.0,1.7904798904268877e-5,2.7901184050826977e-5,0.0,0.0,200.6373427905004,200.64057102300418,31.0399270437519
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,brazil3,TERMINATION_REASON_OPTIMAL,1920,2.199040082,2038.5,1.9999716390981774,1.9995183061959487,9.067583037253993e-5,1.1709399495003368e-5,1.9431611911757685e-6,0.0,0.0,1.4894720027326718e-7,1.2144757444848553e-7,0.0,0.0,0.9999999999999991,15.19417281797434,8.538663106305366
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,buildingenergy,TERMINATION_REASON_OPTIMAL,11280,230.160245489,12031.5,33246.76123241331,33240.24052960166,9.807337623093622e-5,0.057503665148632324,0.03470506597346912,0.01299676973019528,0.010220423538873646,8.803668978336255e-6,0.00018420850193719309,1.7550178517413336e-6,1.5483144279463181e-6,174.8817923526517,6714.012869445964,73.50781733797845
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,cdc7-4-3-2,TERMINATION_REASON_OPTIMAL,79,0.88104485,108.5,-380.99999999999983,-381.00000000000193,2.756496065334065e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129045,3.5057556361853246,0.14285714285714285
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,chromaticindex1024-7,TERMINATION_REASON_OPTIMAL,160,2.127760523,190.5,2.9999612169459695,2.999896843133118,9.196445456306356e-6,0.0013659110518160192,9.029460767084885e-6,0.0,0.0,9.987590458321867e-6,4.514730383542442e-6,0.0,0.0,0.7499903042365,67.89641197015894,0.00017313547251704902
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,chromaticindex512-7,TERMINATION_REASON_OPTIMAL,160,1.436677337,190.5,2.9999688399016162,2.99992738503804,5.922211164845264e-6,0.0008931585605362438,9.206800489769407e-6,0.0,0.0,9.208314657829774e-6,4.603400244884703e-6,0.0,0.0,0.7499922099754057,48.02038757274096,0.00034631978255893013
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,ci-s4,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95160,14.70055974,100025.5,5.020810341380638,4.591874107666968,0.040417317199341024,0.0927184981276661,0.08269700090804877,0.0,0.0,3.639356594429066e-8,9.188545446954922e-8,0.0,0.0,1.2383584403522438e6,8.162358394845998e6,2.2919603035033798
"1e-4,adaptive,miplib_primalweight_100k",1e-4,adaptive,miplib_primalweight_100k,circ10-3,TERMINATION_REASON_OPTIMAL,240,1.050282589,288.5,139.9450704668572,139.93725369200368,2.7829358351159948e-5,0.013348660049879404,0.002453944774935657,0.0,0.0,4.540786510144444e-6,7.436196287683809e-5,0.0,0.0,1.0,11.518856690566027,1.2873838274185425
